CMDLINE C:\Users\Adriaan\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe word_filter.py
MEM 280.093750 1688407971.2438
MEM 280.093750 1688407971.3444
MEM 280.093750 1688407971.4451
MEM 280.093750 1688407971.5457
MEM 280.093750 1688407971.6463
MEM 280.093750 1688407971.7469
MEM 280.093750 1688407971.8475
MEM 280.093750 1688407971.9478
MEM 280.093750 1688407972.0484
MEM 280.093750 1688407972.1489
MEM 280.097656 1688407972.2495
MEM 280.097656 1688407972.3500
MEM 280.097656 1688407972.4506
MEM 280.097656 1688407972.5514
MEM 280.097656 1688407972.6520
MEM 280.097656 1688407972.7523
MEM 280.097656 1688407972.8530
MEM 280.097656 1688407972.9536
MEM 280.097656 1688407973.0542
MEM 280.097656 1688407973.1548
MEM 280.097656 1688407973.2555
MEM 280.097656 1688407973.3561
MEM 280.097656 1688407973.4569
MEM 280.097656 1688407973.5575
MEM 280.097656 1688407973.6578
MEM 280.097656 1688407973.7585
MEM 280.097656 1688407973.8591
MEM 280.097656 1688407973.9597
MEM 280.097656 1688407974.0608
MEM 280.097656 1688407974.1614
MEM 280.097656 1688407974.2619
MEM 280.097656 1688407974.3626
MEM 280.097656 1688407974.4628
MEM 280.097656 1688407974.5635
MEM 280.097656 1688407974.6641
MEM 280.097656 1688407974.7648
MEM 280.097656 1688407974.8654
MEM 280.097656 1688407974.9657
MEM 280.097656 1688407975.0660
MEM 280.097656 1688407975.1664
MEM 280.097656 1688407975.2669
MEM 280.097656 1688407975.3675
MEM 280.097656 1688407975.4681
MEM 280.097656 1688407975.5685
MEM 280.097656 1688407975.6690
MEM 280.097656 1688407975.7696
MEM 280.097656 1688407975.8702
MEM 280.097656 1688407975.9708
MEM 280.097656 1688407976.0715
MEM 280.097656 1688407976.1721
MEM 280.097656 1688407976.2727
MEM 280.097656 1688407976.3734
MEM 280.097656 1688407976.4740
MEM 280.097656 1688407976.5747
MEM 280.101562 1688407976.6753
MEM 280.101562 1688407976.7762
MEM 280.101562 1688407976.8765
MEM 280.101562 1688407976.9767
MEM 280.101562 1688407977.0773
MEM 280.101562 1688407977.1780
MEM 280.101562 1688407977.2786
MEM 280.101562 1688407977.3794
MEM 280.101562 1688407977.4800
MEM 280.101562 1688407977.5806
MEM 280.101562 1688407977.6813
MEM 280.101562 1688407977.7819
MEM 280.101562 1688407977.8826
MEM 280.101562 1688407977.9831
MEM 280.101562 1688407978.0838
MEM 280.101562 1688407978.1844
MEM 280.101562 1688407978.2851
MEM 280.101562 1688407978.3855
MEM 280.101562 1688407978.4861
MEM 280.101562 1688407978.5867
MEM 280.101562 1688407978.6874
MEM 280.101562 1688407978.7880
MEM 280.101562 1688407978.8887
MEM 280.101562 1688407978.9892
MEM 280.101562 1688407979.0899
MEM 280.101562 1688407979.1905
MEM 280.101562 1688407979.2911
MEM 280.089844 1688407979.3917
MEM 280.089844 1688407979.4922
MEM 280.089844 1688407979.5928
MEM 280.089844 1688407979.6934
MEM 280.089844 1688407979.7939
MEM 280.089844 1688407979.8946
MEM 280.089844 1688407979.9952
MEM 280.089844 1688407980.0958
MEM 280.089844 1688407980.1964
MEM 280.089844 1688407980.2970
MEM 280.089844 1688407980.3976
MEM 280.089844 1688407980.4982
MEM 280.089844 1688407980.5988
MEM 280.089844 1688407980.6996
MEM 280.089844 1688407980.8001
MEM 280.093750 1688407980.9008
MEM 280.093750 1688407981.0015
MEM 280.093750 1688407981.1022
MEM 280.093750 1688407981.2028
MEM 280.093750 1688407981.3034
MEM 280.093750 1688407981.4040
MEM 280.093750 1688407981.5048
MEM 280.093750 1688407981.6055
MEM 280.093750 1688407981.7063
MEM 280.093750 1688407981.8070
MEM 280.093750 1688407981.9077
MEM 280.093750 1688407982.0084
MEM 280.093750 1688407982.1089
MEM 280.093750 1688407982.2095
MEM 280.093750 1688407982.3101
MEM 280.093750 1688407982.4107
MEM 280.093750 1688407982.5112
MEM 280.093750 1688407982.6118
MEM 280.093750 1688407982.7125
MEM 280.093750 1688407982.8131
MEM 280.093750 1688407982.9134
MEM 280.093750 1688407983.0137
MEM 280.093750 1688407983.1143
MEM 280.093750 1688407983.2149
MEM 280.093750 1688407983.3155
MEM 280.093750 1688407983.4160
MEM 280.093750 1688407983.5166
MEM 280.093750 1688407983.6172
MEM 280.093750 1688407983.7178
MEM 280.093750 1688407983.8184
MEM 280.093750 1688407983.9190
MEM 280.093750 1688407984.0196
MEM 280.093750 1688407984.1202
MEM 280.093750 1688407984.2209
MEM 280.093750 1688407984.3212
MEM 280.093750 1688407984.4214
MEM 280.093750 1688407984.5217
MEM 280.093750 1688407984.6220
MEM 280.093750 1688407984.7227
MEM 280.093750 1688407984.8233
MEM 280.093750 1688407984.9236
MEM 280.097656 1688407985.0240
MEM 280.097656 1688407985.1247
MEM 280.097656 1688407985.2254
MEM 280.097656 1688407985.3258
MEM 280.097656 1688407985.4263
MEM 280.097656 1688407985.5270
MEM 280.097656 1688407985.6275
MEM 280.097656 1688407985.7281
MEM 280.097656 1688407985.8286
MEM 280.097656 1688407985.9292
MEM 280.097656 1688407986.0297
MEM 280.097656 1688407986.1300
MEM 280.097656 1688407986.2306
MEM 280.097656 1688407986.3312
MEM 280.097656 1688407986.4318
MEM 280.097656 1688407986.5326
MEM 280.097656 1688407986.6331
MEM 280.097656 1688407986.7337
MEM 280.097656 1688407986.8343
MEM 280.097656 1688407986.9349
MEM 280.097656 1688407987.0354
MEM 280.097656 1688407987.1361
MEM 280.097656 1688407987.2367
MEM 280.097656 1688407987.3373
MEM 280.097656 1688407987.4379
MEM 280.097656 1688407987.5387
MEM 280.097656 1688407987.6395
MEM 280.097656 1688407987.7402
MEM 280.097656 1688407987.8408
MEM 280.097656 1688407987.9414
MEM 280.097656 1688407988.0420
MEM 280.097656 1688407988.1426
MEM 280.097656 1688407988.2432
MEM 280.097656 1688407988.3438
MEM 280.097656 1688407988.4444
MEM 280.097656 1688407988.5450
MEM 280.097656 1688407988.6456
MEM 280.097656 1688407988.7462
MEM 280.097656 1688407988.8588
MEM 280.097656 1688407988.9598
MEM 280.097656 1688407989.0603
MEM 280.097656 1688407989.1609
MEM 280.097656 1688407989.2615
MEM 280.097656 1688407989.3619
MEM 280.097656 1688407989.4624
MEM 280.097656 1688407989.5630
MEM 280.097656 1688407989.6640
MEM 280.097656 1688407989.7647
MEM 280.097656 1688407989.8653
MEM 280.097656 1688407989.9669
MEM 280.097656 1688407990.0670
MEM 280.101562 1688407990.1681
MEM 280.101562 1688407990.2686
MEM 280.101562 1688407990.3692
MEM 280.101562 1688407990.4698
MEM 280.101562 1688407990.5705
MEM 280.101562 1688407990.6710
MEM 280.101562 1688407990.7716
MEM 280.101562 1688407990.8721
MEM 280.101562 1688407990.9727
MEM 280.101562 1688407991.0731
MEM 280.101562 1688407991.1736
MEM 280.101562 1688407991.2740
MEM 280.101562 1688407991.3747
MEM 280.101562 1688407991.4753
MEM 280.101562 1688407991.5759
MEM 280.101562 1688407991.6764
MEM 280.101562 1688407991.7771
MEM 280.101562 1688407991.8782
MEM 280.101562 1688407991.9788
MEM 280.101562 1688407992.0795
MEM 280.101562 1688407992.1801
MEM 280.101562 1688407992.2807
MEM 280.101562 1688407992.3813
MEM 280.101562 1688407992.4819
MEM 280.101562 1688407992.5826
MEM 280.101562 1688407992.6831
MEM 280.101562 1688407992.7837
MEM 280.101562 1688407992.8844
MEM 280.101562 1688407992.9848
MEM 280.101562 1688407993.0850
MEM 280.101562 1688407993.1857
MEM 280.101562 1688407993.2864
MEM 280.101562 1688407993.3867
MEM 280.101562 1688407993.4869
MEM 280.101562 1688407993.5872
MEM 280.101562 1688407993.6875
MEM 280.101562 1688407993.7877
MEM 280.101562 1688407993.8883
MEM 280.101562 1688407993.9889
MEM 280.101562 1688407994.0895
MEM 280.101562 1688407994.1901
MEM 280.101562 1688407994.2907
MEM 280.101562 1688407994.3912
MEM 280.101562 1688407994.4916
MEM 280.101562 1688407994.5922
MEM 280.105469 1688407994.6928
MEM 280.105469 1688407994.7933
MEM 280.105469 1688407994.8941
MEM 280.105469 1688407994.9948
MEM 280.105469 1688407995.0955
MEM 280.105469 1688407995.1961
MEM 280.105469 1688407995.2964
MEM 280.105469 1688407995.3970
MEM 280.105469 1688407995.4976
MEM 280.105469 1688407995.5982
MEM 280.105469 1688407995.6988
MEM 280.105469 1688407995.7993
MEM 280.105469 1688407995.8999
MEM 280.105469 1688407996.0005
MEM 280.105469 1688407996.1012
MEM 280.105469 1688407996.2018
MEM 280.105469 1688407996.3024
MEM 280.105469 1688407996.4030
MEM 280.105469 1688407996.5035
MEM 280.105469 1688407996.6041
MEM 280.105469 1688407996.7047
MEM 280.105469 1688407996.8053
MEM 280.105469 1688407996.9058
MEM 280.105469 1688407997.0064
MEM 280.105469 1688407997.1070
MEM 280.105469 1688407997.2076
MEM 280.105469 1688407997.3083
MEM 280.105469 1688407997.4089
MEM 280.105469 1688407997.5095
MEM 280.105469 1688407997.6101
MEM 280.105469 1688407997.7108
MEM 280.105469 1688407997.8114
MEM 280.105469 1688407997.9122
MEM 280.105469 1688407998.0127
MEM 280.105469 1688407998.1149
MEM 280.105469 1688407998.2158
MEM 280.105469 1688407998.3165
MEM 280.105469 1688407998.4172
MEM 280.105469 1688407998.5178
MEM 280.105469 1688407998.6185
MEM 280.105469 1688407998.7188
MEM 280.105469 1688407998.8194
MEM 280.109375 1688407998.9200
MEM 280.109375 1688407999.0202
MEM 280.109375 1688407999.1208
MEM 280.109375 1688407999.2215
MEM 280.109375 1688407999.3218
MEM 280.109375 1688407999.4224
MEM 280.109375 1688407999.5231
MEM 280.109375 1688407999.6238
MEM 280.109375 1688407999.7245
MEM 280.109375 1688407999.8251
MEM 280.109375 1688407999.9257
MEM 280.109375 1688408000.0262
MEM 280.109375 1688408000.1268
MEM 280.109375 1688408000.2273
MEM 280.109375 1688408000.3280
MEM 280.109375 1688408000.4287
MEM 280.109375 1688408000.5294
MEM 280.109375 1688408000.6300
MEM 280.109375 1688408000.7307
MEM 280.109375 1688408000.8309
MEM 280.109375 1688408000.9312
MEM 280.109375 1688408001.0314
MEM 280.109375 1688408001.1316
MEM 280.109375 1688408001.2322
MEM 280.109375 1688408001.3327
MEM 280.109375 1688408001.4332
MEM 280.109375 1688408001.5340
MEM 280.109375 1688408001.6342
MEM 280.109375 1688408001.7345
MEM 280.109375 1688408001.8347
MEM 280.109375 1688408001.9355
MEM 280.109375 1688408002.0362
MEM 280.109375 1688408002.1368
MEM 280.109375 1688408002.2373
MEM 280.109375 1688408002.3379
MEM 280.109375 1688408002.4384
MEM 280.109375 1688408002.5390
MEM 280.109375 1688408002.6396
MEM 280.109375 1688408002.7401
MEM 280.109375 1688408002.8407
MEM 280.109375 1688408002.9413
MEM 280.109375 1688408003.0421
MEM 280.109375 1688408003.1426
MEM 280.109375 1688408003.2432
MEM 280.109375 1688408003.3438
MEM 280.109375 1688408003.4445
MEM 280.113281 1688408003.5450
MEM 280.113281 1688408003.6456
MEM 280.113281 1688408003.7462
MEM 280.113281 1688408003.8468
MEM 280.113281 1688408003.9809
MEM 280.113281 1688408004.0819
MEM 280.113281 1688408004.1825
MEM 280.113281 1688408004.2831
MEM 280.113281 1688408004.3838
MEM 280.113281 1688408004.4844
MEM 280.113281 1688408004.5850
MEM 280.113281 1688408004.6856
MEM 280.113281 1688408004.7859
MEM 280.113281 1688408004.8862
MEM 280.113281 1688408004.9867
MEM 280.113281 1688408005.0873
MEM 280.113281 1688408005.1879
MEM 280.113281 1688408005.2886
MEM 280.113281 1688408005.3891
MEM 280.113281 1688408005.4897
MEM 280.113281 1688408005.5902
MEM 280.113281 1688408005.6908
MEM 280.113281 1688408005.7914
MEM 280.113281 1688408005.8920
MEM 280.113281 1688408005.9926
MEM 280.113281 1688408006.0930
MEM 280.113281 1688408006.1936
MEM 280.113281 1688408006.2942
MEM 280.113281 1688408006.3948
MEM 280.113281 1688408006.4953
MEM 280.113281 1688408006.5959
MEM 280.113281 1688408006.6965
MEM 280.113281 1688408006.7971
MEM 280.113281 1688408006.8975
MEM 280.113281 1688408006.9981
MEM 280.113281 1688408007.0987
MEM 280.113281 1688408007.1992
MEM 280.113281 1688408007.2998
MEM 280.113281 1688408007.4004
MEM 280.113281 1688408007.5009
MEM 280.113281 1688408007.6015
MEM 280.113281 1688408007.7022
MEM 280.113281 1688408007.8028
MEM 280.113281 1688408007.9035
MEM 280.113281 1688408008.0041
MEM 280.113281 1688408008.1044
MEM 280.117188 1688408008.2047
MEM 280.117188 1688408008.3049
MEM 280.117188 1688408008.4056
MEM 280.117188 1688408008.5062
MEM 280.117188 1688408008.6068
MEM 280.117188 1688408008.7074
MEM 280.117188 1688408008.8080
MEM 280.117188 1688408008.9086
MEM 280.117188 1688408009.0088
MEM 280.117188 1688408009.1096
MEM 280.117188 1688408009.2099
MEM 280.191406 1688408009.3105
MEM 280.191406 1688408009.4111
MEM 280.191406 1688408009.5118
MEM 280.191406 1688408009.6124
MEM 280.191406 1688408009.7131
MEM 280.191406 1688408009.8137
MEM 280.191406 1688408009.9143
MEM 280.191406 1688408010.0149
MEM 280.191406 1688408010.1154
MEM 280.191406 1688408010.2160
MEM 280.191406 1688408010.3167
MEM 280.191406 1688408010.4173
MEM 280.191406 1688408010.5180
MEM 280.191406 1688408010.6186
MEM 280.191406 1688408010.7193
MEM 280.191406 1688408010.8199
MEM 280.191406 1688408010.9205
MEM 280.191406 1688408011.0211
MEM 280.191406 1688408011.1222
MEM 280.191406 1688408011.2228
MEM 280.191406 1688408011.3234
MEM 280.191406 1688408011.4240
MEM 280.191406 1688408011.5243
MEM 280.191406 1688408011.6250
MEM 280.191406 1688408011.7257
MEM 280.191406 1688408011.8259
MEM 280.191406 1688408011.9265
MEM 280.191406 1688408012.0271
MEM 280.191406 1688408012.1279
MEM 280.191406 1688408012.2282
MEM 280.195312 1688408012.3287
MEM 280.195312 1688408012.4293
MEM 280.195312 1688408012.5299
MEM 280.195312 1688408012.6306
MEM 280.195312 1688408012.7313
MEM 280.195312 1688408012.8315
MEM 280.195312 1688408012.9321
MEM 280.195312 1688408013.0327
MEM 280.195312 1688408013.1334
MEM 280.195312 1688408013.2340
MEM 280.195312 1688408013.3343
MEM 280.195312 1688408013.4351
MEM 280.195312 1688408013.5355
MEM 280.195312 1688408013.6358
MEM 280.195312 1688408013.7365
MEM 280.195312 1688408013.8371
MEM 280.195312 1688408013.9377
MEM 280.195312 1688408014.0383
MEM 280.195312 1688408014.1389
MEM 280.195312 1688408014.2394
MEM 280.195312 1688408014.3400
MEM 280.195312 1688408014.4406
MEM 280.195312 1688408014.5411
MEM 280.195312 1688408014.6419
MEM 280.195312 1688408014.7426
MEM 280.195312 1688408014.8431
MEM 280.195312 1688408014.9438
MEM 280.195312 1688408015.0445
MEM 280.195312 1688408015.1452
MEM 280.195312 1688408015.2458
MEM 280.195312 1688408015.3465
MEM 280.875000 1688408015.4471
MEM 280.875000 1688408015.5479
MEM 280.875000 1688408015.6486
MEM 280.875000 1688408015.7493
MEM 280.875000 1688408015.8499
MEM 280.875000 1688408015.9505
MEM 280.875000 1688408016.0511
MEM 280.875000 1688408016.1516
MEM 280.875000 1688408016.2522
MEM 280.878906 1688408016.3527
MEM 280.210938 1688408016.4534
MEM 280.210938 1688408016.5537
MEM 280.210938 1688408016.6543
MEM 280.210938 1688408016.7549
MEM 280.210938 1688408016.8556
MEM 280.210938 1688408016.9562
MEM 280.210938 1688408017.0566
MEM 280.210938 1688408017.1569
MEM 280.210938 1688408017.2576
MEM 280.210938 1688408017.3583
MEM 280.210938 1688408017.4589
MEM 280.210938 1688408017.5600
MEM 280.210938 1688408017.6606
MEM 280.210938 1688408017.7612
MEM 280.210938 1688408017.8617
MEM 280.210938 1688408017.9624
MEM 280.210938 1688408018.0630
MEM 280.210938 1688408018.1636
MEM 280.210938 1688408018.2642
MEM 280.210938 1688408018.3648
MEM 280.210938 1688408018.4654
MEM 280.210938 1688408018.5656
MEM 280.210938 1688408018.6662
MEM 280.210938 1688408018.7668
MEM 280.210938 1688408018.8673
MEM 280.210938 1688408018.9679
MEM 280.210938 1688408019.0685
MEM 280.210938 1688408019.1691
MEM 280.210938 1688408019.2697
MEM 280.210938 1688408019.3704
MEM 280.210938 1688408019.4712
MEM 280.210938 1688408019.5718
MEM 280.210938 1688408019.6726
MEM 280.210938 1688408019.7731
MEM 280.210938 1688408019.8739
MEM 280.210938 1688408019.9744
MEM 280.210938 1688408020.0751
MEM 280.210938 1688408020.1754
MEM 280.210938 1688408020.2761
MEM 280.210938 1688408020.3764
MEM 280.210938 1688408020.4766
MEM 280.210938 1688408020.5769
MEM 280.210938 1688408020.6777
MEM 280.210938 1688408020.7784
MEM 280.214844 1688408020.8791
MEM 280.214844 1688408020.9795
MEM 280.214844 1688408021.0798
MEM 280.214844 1688408021.1805
MEM 280.214844 1688408021.2810
MEM 280.214844 1688408021.3817
MEM 280.214844 1688408021.4822
MEM 280.214844 1688408021.5828
MEM 280.214844 1688408021.6834
MEM 280.214844 1688408021.7839
MEM 280.214844 1688408021.8845
MEM 280.214844 1688408021.9851
MEM 280.214844 1688408022.0856
MEM 280.214844 1688408022.1862
MEM 280.214844 1688408022.2868
MEM 280.214844 1688408022.3870
MEM 280.214844 1688408022.4876
MEM 280.214844 1688408022.5882
MEM 280.214844 1688408022.6888
MEM 280.214844 1688408022.7893
MEM 280.214844 1688408022.8899
MEM 280.214844 1688408022.9905
MEM 280.277344 1688408023.0911
MEM 280.277344 1688408023.1917
MEM 280.277344 1688408023.2923
MEM 280.277344 1688408023.3930
MEM 280.277344 1688408023.4932
MEM 280.277344 1688408023.5940
MEM 280.277344 1688408023.6943
MEM 280.277344 1688408023.7947
MEM 280.277344 1688408023.8949
MEM 280.277344 1688408023.9955
MEM 280.277344 1688408024.0961
MEM 280.277344 1688408024.1967
MEM 280.277344 1688408024.2974
MEM 280.277344 1688408024.3982
MEM 280.277344 1688408024.4990
MEM 280.277344 1688408024.5997
MEM 280.277344 1688408024.7003
MEM 280.277344 1688408024.8009
MEM 280.277344 1688408024.9015
MEM 280.277344 1688408025.0021
MEM 280.277344 1688408025.1027
MEM 280.277344 1688408025.2034
MEM 280.281250 1688408025.3040
MEM 280.281250 1688408025.4045
MEM 280.281250 1688408025.5051
MEM 280.281250 1688408025.6055
MEM 280.281250 1688408025.7062
MEM 280.281250 1688408025.8068
MEM 280.281250 1688408025.9074
MEM 280.281250 1688408026.0081
MEM 280.281250 1688408026.1087
MEM 280.281250 1688408026.2093
MEM 280.281250 1688408026.3099
MEM 280.281250 1688408026.4105
MEM 280.281250 1688408026.5111
MEM 280.281250 1688408026.6114
MEM 280.281250 1688408026.7121
MEM 280.281250 1688408026.8124
MEM 280.281250 1688408026.9127
MEM 280.281250 1688408027.0133
MEM 280.281250 1688408027.1144
MEM 280.281250 1688408027.2155
MEM 280.281250 1688408027.3160
MEM 280.281250 1688408027.4167
MEM 280.281250 1688408027.5174
MEM 280.281250 1688408027.6182
MEM 280.281250 1688408027.7188
MEM 280.281250 1688408027.8194
MEM 280.281250 1688408027.9200
MEM 280.281250 1688408028.0206
MEM 280.281250 1688408028.1212
MEM 280.281250 1688408028.2218
MEM 280.281250 1688408028.3224
MEM 280.281250 1688408028.4230
MEM 280.281250 1688408028.5236
MEM 280.281250 1688408028.6242
MEM 280.281250 1688408028.7248
MEM 280.281250 1688408028.8254
MEM 280.281250 1688408028.9260
MEM 280.281250 1688408029.0265
MEM 280.281250 1688408029.1271
MEM 280.281250 1688408029.2278
MEM 280.281250 1688408029.3284
MEM 280.281250 1688408029.4290
MEM 280.281250 1688408029.5296
MEM 280.281250 1688408029.6302
MEM 280.281250 1688408029.7307
MEM 280.281250 1688408029.8314
MEM 280.281250 1688408029.9320
MEM 280.281250 1688408030.0325
MEM 280.285156 1688408030.1329
MEM 280.285156 1688408030.2334
MEM 280.285156 1688408030.3340
MEM 280.289062 1688408030.4346
MEM 280.289062 1688408030.5349
MEM 280.289062 1688408030.6354
MEM 280.289062 1688408030.7360
MEM 280.289062 1688408030.8365
MEM 280.289062 1688408030.9372
MEM 280.289062 1688408031.0377
MEM 280.289062 1688408031.1384
MEM 280.289062 1688408031.2390
MEM 280.289062 1688408031.3396
MEM 280.289062 1688408031.4401
MEM 280.289062 1688408031.5407
MEM 280.289062 1688408031.6413
MEM 280.289062 1688408031.7419
MEM 280.289062 1688408031.8425
MEM 280.289062 1688408031.9561
MEM 280.289062 1688408032.0566
MEM 280.289062 1688408032.1572
MEM 280.289062 1688408032.2577
MEM 280.289062 1688408032.3583
MEM 280.289062 1688408032.4589
MEM 280.289062 1688408032.5594
MEM 280.289062 1688408032.6600
MEM 280.289062 1688408032.7606
MEM 280.289062 1688408032.8611
MEM 280.289062 1688408032.9623
MEM 280.289062 1688408033.0629
MEM 280.289062 1688408033.1634
MEM 280.289062 1688408033.2640
MEM 280.289062 1688408033.3647
MEM 280.289062 1688408033.4653
MEM 280.289062 1688408033.5658
MEM 280.289062 1688408033.6666
MEM 280.289062 1688408033.7673
MEM 280.289062 1688408033.8680
MEM 280.289062 1688408033.9687
MEM 280.289062 1688408034.0692
MEM 280.289062 1688408034.1699
MEM 280.289062 1688408034.2704
MEM 280.289062 1688408034.3710
MEM 280.289062 1688408034.4716
MEM 280.289062 1688408034.5722
MEM 280.289062 1688408034.6727
MEM 280.289062 1688408034.7733
MEM 280.289062 1688408034.8739
MEM 280.289062 1688408034.9745
MEM 280.289062 1688408035.0751
MEM 280.289062 1688408035.1757
MEM 280.289062 1688408035.2761
MEM 280.289062 1688408035.3765
MEM 280.289062 1688408035.4767
MEM 280.292969 1688408035.5773
MEM 280.292969 1688408035.6779
MEM 280.292969 1688408035.7784
MEM 280.292969 1688408035.8790
MEM 280.292969 1688408035.9796
MEM 280.292969 1688408036.0802
MEM 280.292969 1688408036.1807
MEM 280.292969 1688408036.2818
MEM 280.292969 1688408036.3823
MEM 280.292969 1688408036.4828
MEM 280.292969 1688408036.5835
MEM 280.292969 1688408036.6841
MEM 280.292969 1688408036.7846
MEM 280.292969 1688408036.8852
MEM 280.292969 1688408036.9863
MEM 280.292969 1688408037.0874
MEM 280.292969 1688408037.1879
MEM 280.292969 1688408037.2886
MEM 280.292969 1688408037.3892
MEM 280.292969 1688408037.4898
MEM 280.292969 1688408037.5904
MEM 280.292969 1688408037.6910
MEM 280.292969 1688408037.7916
MEM 280.292969 1688408037.8923
MEM 280.292969 1688408037.9933
MEM 280.292969 1688408038.0940
MEM 280.292969 1688408038.1948
MEM 280.292969 1688408038.2954
MEM 280.292969 1688408038.3961
MEM 280.292969 1688408038.4966
MEM 280.292969 1688408038.5972
MEM 280.292969 1688408038.6977
MEM 280.292969 1688408038.7983
MEM 280.292969 1688408038.8988
MEM 280.292969 1688408038.9994
MEM 280.292969 1688408039.0999
MEM 280.292969 1688408039.2005
MEM 280.292969 1688408039.3011
MEM 280.292969 1688408039.4017
MEM 280.292969 1688408039.5023
MEM 280.292969 1688408039.6029
MEM 280.292969 1688408039.7034
MEM 280.292969 1688408039.8042
MEM 280.292969 1688408039.9047
MEM 280.292969 1688408040.0075
MEM 280.296875 1688408040.1080
MEM 280.296875 1688408040.2087
MEM 280.296875 1688408040.3092
MEM 280.296875 1688408040.4098
MEM 280.296875 1688408040.5103
MEM 280.296875 1688408040.6110
MEM 280.296875 1688408040.7115
MEM 280.296875 1688408040.8121
MEM 280.296875 1688408040.9126
MEM 280.296875 1688408041.0132
MEM 280.296875 1688408041.1142
MEM 280.296875 1688408041.2148
MEM 280.296875 1688408041.3152
MEM 280.296875 1688408041.4157
MEM 280.296875 1688408041.5163
MEM 280.296875 1688408041.6169
MEM 280.296875 1688408041.7176
MEM 280.296875 1688408041.8182
MEM 280.296875 1688408041.9188
MEM 280.296875 1688408042.0193
MEM 280.296875 1688408042.1199
MEM 280.296875 1688408042.2210
MEM 280.296875 1688408042.3216
MEM 280.296875 1688408042.4222
MEM 280.296875 1688408042.5228
MEM 280.296875 1688408042.6234
MEM 280.296875 1688408042.7240
MEM 280.296875 1688408042.8246
MEM 280.296875 1688408042.9253
MEM 280.296875 1688408043.0258
MEM 280.296875 1688408043.1266
MEM 280.296875 1688408043.2271
MEM 280.296875 1688408043.3277
MEM 280.296875 1688408043.4282
MEM 280.296875 1688408043.5288
MEM 280.296875 1688408043.6294
MEM 280.296875 1688408043.7300
MEM 280.296875 1688408043.8306
MEM 280.296875 1688408043.9312
MEM 280.296875 1688408044.0317
MEM 280.296875 1688408044.1323
MEM 280.296875 1688408044.2329
MEM 280.296875 1688408044.3335
MEM 280.300781 1688408044.4342
MEM 280.300781 1688408044.5348
MEM 280.300781 1688408044.6355
MEM 280.300781 1688408044.7360
MEM 280.300781 1688408044.8367
MEM 280.300781 1688408044.9370
MEM 280.300781 1688408045.0376
MEM 280.300781 1688408045.1382
MEM 280.300781 1688408045.2387
MEM 280.300781 1688408045.3393
MEM 280.300781 1688408045.4398
MEM 280.300781 1688408045.5404
MEM 280.300781 1688408045.6409
MEM 280.300781 1688408045.7415
MEM 280.300781 1688408045.8422
MEM 280.300781 1688408045.9428
MEM 280.300781 1688408046.0433
MEM 280.300781 1688408046.1439
MEM 280.300781 1688408046.2445
MEM 280.300781 1688408046.3450
MEM 280.300781 1688408046.4456
MEM 280.300781 1688408046.5462
MEM 280.300781 1688408046.6468
MEM 280.300781 1688408046.7475
MEM 280.300781 1688408046.8482
MEM 280.300781 1688408046.9488
MEM 280.300781 1688408047.0494
MEM 280.300781 1688408047.1500
MEM 280.300781 1688408047.2506
MEM 280.300781 1688408047.3511
MEM 280.300781 1688408047.4517
MEM 280.300781 1688408047.5523
MEM 280.300781 1688408047.6528
MEM 280.300781 1688408047.7534
MEM 280.300781 1688408047.8540
MEM 280.300781 1688408047.9546
MEM 280.300781 1688408048.0552
MEM 280.300781 1688408048.1558
MEM 280.300781 1688408048.2564
MEM 280.300781 1688408048.3571
MEM 280.300781 1688408048.4576
MEM 280.300781 1688408048.5582
MEM 280.300781 1688408048.6588
MEM 280.300781 1688408048.7593
MEM 280.300781 1688408048.8600
MEM 280.300781 1688408048.9606
MEM 280.304688 1688408049.0611
MEM 280.304688 1688408049.1618
MEM 280.304688 1688408049.2624
MEM 280.304688 1688408049.3628
MEM 280.304688 1688408049.4634
MEM 280.304688 1688408049.5648
MEM 280.304688 1688408049.6659
MEM 280.304688 1688408049.7664
MEM 280.304688 1688408049.8670
MEM 280.304688 1688408049.9676
MEM 280.304688 1688408050.0682
MEM 280.304688 1688408050.1687
MEM 280.304688 1688408050.2693
MEM 280.304688 1688408050.3698
MEM 280.304688 1688408050.4705
MEM 280.304688 1688408050.5711
MEM 280.304688 1688408050.6717
MEM 280.304688 1688408050.7723
MEM 280.304688 1688408050.8729
MEM 280.304688 1688408050.9735
MEM 280.304688 1688408051.0740
MEM 280.304688 1688408051.1746
MEM 280.304688 1688408051.2752
MEM 280.304688 1688408051.3757
MEM 280.304688 1688408051.4763
MEM 280.304688 1688408051.5768
MEM 280.304688 1688408051.6774
MEM 280.304688 1688408051.7779
MEM 280.304688 1688408051.8785
MEM 280.304688 1688408051.9790
MEM 280.304688 1688408052.0796
MEM 280.304688 1688408052.1803
MEM 280.304688 1688408052.2806
MEM 280.304688 1688408052.3812
MEM 280.304688 1688408052.4818
MEM 280.304688 1688408052.5824
MEM 280.304688 1688408052.6830
MEM 280.304688 1688408052.7836
MEM 280.304688 1688408052.8843
MEM 280.304688 1688408052.9849
MEM 280.304688 1688408053.0855
MEM 280.304688 1688408053.1860
MEM 280.304688 1688408053.2866
MEM 280.304688 1688408053.3872
MEM 280.304688 1688408053.4878
